Date,VDA_Confirmed,VDA_Deaths,LIG_Confirmed,LIG_Deaths,PIE_Confirmed,PIE_Deaths,LOM_Confirmed,LOM_Deaths,VEN_Confirmed,VEN_Deaths,TN_Confirmed,TN_Deaths,BZ_Confirmed,BZ_Deaths,FVG_Confirmed,FVG_Deaths,EMR_Confirmed,EMR_Deaths,MAR_Confirmed,MAR_Deaths,TOS_Confirmed,TOS_Deaths,UMB_Confirmed,UMB_Deaths,LAZ_Confirmed,LAZ_Deaths,ABR_Confirmed,ABR_Deaths,MOL_Confirmed,MOL_Deaths,CAM_Confirmed,CAM_Deaths,BAS_Confirmed,BAS_Deaths,PUG_Confirmed,PUG_Deaths,CAL_Confirmed,CAL_Deaths,SIC_Confirmed,SIC_Deaths,SAR_Confirmed,SAR_Deaths,Confirmed_New,Confirmed_Total,Deaths_New,Deaths_Total,Active_ICU,Active_Total,Recovered_New,Recovered,Tested
2020-05-26,2,0,53,6,86,14,159,22,8,8,10.0,3.0,0,0,11,0,24,8,2,0,3,6,1,0,18,5,3.0,0.0,0,0,0.0,0.0,0,0,2.0,3.0,0,0,3,1,0,1,397,230555,78,32955,521,52942,2677.0,144658,3539927
2020-05-27,0,0,39,7,73,16,384,58,8,9,7.0,1.0,0,0,4,2,16,7,0,0,12,6,0,0,11,8,5.0,0.0,2,0,0.0,1.0,0,0,10.0,1.0,1,0,5,1,1,0,584,231139,117,33072,505,50966,2443.0,147101,3607251
2020-05-28,1,0,16,7,58,10,382,20,12,3,3.0,0.0,2,0,7,2,74,11,1,0,4,2,0,0,21,7,2.0,2.0,1,0,0.0,4.0,0,0,2.0,1.0,0,0,3,0,0,0,593,231732,70,33142,489,47986,3503.0,150604,3683144
2020-05-29,0,0,14,7,56,13,354,38,9,8,3.0,0.0,0,0,5,0,38,8,4,0,2,2,0,1,16,13,0.0,2.0,1,0,0.0,1.0,0,0,1.0,4.0,0,1,2,0,1,0,516,232248,87,33229,475,46175,2240.0,152844,3755279
2020-05-30,1,0,32,7,82,7,221,67,12,10,1.0,0.0,1,0,4,0,20,5,4,1,12,6,0,0,6,7,0.0,0.0,0,0,0.0,0.0,0,0,8.0,0.0,0,0,2,1,0,0,416,232664,111,33340,450,43691,2789.0,155633,3824621
2020-05-31,1,0,12,6,54,9,210,33,6,2,1.0,0.0,1,0,2,0,31,7,3,0,4,4,0,0,13,7,7.0,1.0,0,0,0.0,1.0,0,0,4.0,4.0,0,0,1,1,0,0,355,233019,75,33415,435,42075,1874.0,157507,3878739
2020-06-01,3,0,56,2,21,9,50,19,2,0,2.0,0.0,1,0,1,2,19,10,0,0,3,7,0,0,10,4,1.0,3.0,0,0,0.0,1.0,0,0,4.0,2.0,0,0,0,0,1,1,178,233197,60,33475,424,41367,848.0,158355,3910133
2020-06-02,0,0,15,1,57,8,187,12,8,3,0.0,1.0,0,0,2,1,19,12,4,0,10,5,0,0,5,2,4.0,5.0,0,0,0.0,2.0,0,0,0.0,2.0,0,0,4,1,0,0,318,233515,55,33530,408,39893,1737.0,160092,3962292
2020-06-03,0,0,17,5,19,14,237,29,2,0,1.0,0.0,0,0,0,0,14,11,1,0,4,2,0,0,10,6,3.0,1.0,0,0,0.0,0.0,0,0,1.0,3.0,0,0,0,0,0,0,321,233836,71,33601,353,39297,846.0,160938,3999591
2020-06-04,0,0,21,6,24,12,84,29,4,13,0.0,1.0,0,0,3,0,18,7,3,1,1,4,0,0,11,3,3.0,1.0,0,0,0.0,5.0,0,0,4.0,3.0,0,0,0,1,0,0,177,234013,88,33689,338,38429,957.0,161895,4049544
2020-06-05,0,0,14,7,49,17,402,21,6,4,0.0,0.0,1,0,1,2,17,13,2,1,7,4,0,0,9,4,2.0,0.0,0,0,0.0,5.0,0,0,4.0,7.0,1,0,1,0,2,0,518,234531,85,33774,316,36976,1886.0,163781,4114572
2020-06-06,2,1,13,6,38,7,142,27,8,11,1.0,0.0,1,0,3,0,17,4,2,2,5,5,0,0,28,4,1.0,3.0,0,0,0.0,1.0,0,0,4.0,1.0,0,0,2,0,2,0,270,234801,72,33846,293,35877,1297.0,165078,4187057
2020-06-07,2,0,13,7,10,7,125,21,1,5,1.0,0.0,3,0,0,1,14,4,3,0,1,2,1,0,11,2,7.0,0.0,0,0,0.0,0.0,0,0,0.0,3.0,0,0,1,1,0,0,197,234998,53,33899,287,35262,759.0,165837,4236535
2020-06-08,0,0,14,6,14,13,194,32,4,1,1.0,0.0,1,0,1,1,20,4,2,0,9,4,0,0,16,3,0.0,0.0,0,0,0.0,0.0,0,0,1.0,0.0,0,0,1,1,0,0,280,235278,65,33964,283,34730,747.0,166584,4263647
2020-06-09,0,0,8,4,21,7,192,15,4,6,3.0,0.0,0,0,0,0,18,6,0,1,1,3,3,0,23,3,1.0,33.0,2,0,0.0,0.0,1,0,0.0,1.0,0,0,2,0,0,0,283,235561,79,34043,263,32872,2062.0,168646,4318650
2020-06-10,0,0,20,4,26,15,99,32,3,0,0.0,0.0,0,0,2,1,24,7,3,0,3,1,1,0,18,4,0.0,2.0,1,0,0.0,2.0,0,0,0.0,3.0,0,0,1,0,0,0,202,235763,71,34114,249,31710,1293.0,169939,4381349
2020-06-11,0,0,10,1,42,12,252,25,5,3,2.0,0.0,2,0,1,1,25,0,1,0,10,1,0,0,20,6,1.0,0.0,0,0,0.0,2.0,1,0,1.0,1.0,2,0,0,1,1,0,379,236142,53,34167,236,30637,1399.0,171338,4443821
2020-06-12,0,0,7,2,31,8,272,31,0,3,2.0,0.0,2,0,3,0,33,4,1,1,7,1,0,0,27,5,4.0,0.0,0,0,0.0,0.0,0,0,2.0,2.0,0,0,0,0,1,0,163,236305,56,34223,227,28997,1747.0,173085,4514441
2020-06-13,0,0,4,2,40,10,210,23,13,10,3.0,0.0,2,0,6,1,28,3,2,0,7,2,0,0,25,25,4.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,1,0,1,0,0,1,346,236651,75,34301,220,27485,1780.0,174865,4564191
2020-06-14,0,0,4,3,30,6,244,21,7,1,1.0,0.0,1,0,0,0,17,5,4,0,8,3,0,1,14,2,4.0,2.0,0,0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,338,236989,44,34345,209,26274,1505.0,176370,4620718
2020-06-15,0,0,8,4,2,0,259,8,1,0,1.0,1.0,0,1,0,0,11,3,4,0,8,3,0,0,3,3,0.0,0.0,0,0,4.0,0.0,0,0,1.0,2.0,0,0,1,1,0,0,303,237290,26,34371,207,25909,640.0,177010,4648825
2020-06-16,0,0,4,4,29,6,143,9,1,4,0.0,0.0,0,0,1,0,13,2,1,1,3,3,1,0,9,3,1.0,1.0,0,0,0.0,0.0,0,0,0.0,1.0,0,0,2,0,2,0,210,237500,34,34405,177,24569,1516.0,178526,4695707
2020-06-17,0,0,5,3,41,8,242,14,4,5,1.0,0.0,0,0,2,0,14,6,1,0,2,1,0,0,10,4,2.0,0.0,1,0,1.0,1.0,0,0,0.0,1.0,0,0,2,0,1,0,329,237828,43,34448,163,23925,929.0,179455,4773408
2020-06-18,0,1,7,4,31,6,216,36,8,7,8.0,0.0,2,0,2,0,32,4,4,0,2,1,0,0,9,4,2.0,1.0,0,0,1.0,0.0,0,0,3.0,2.0,3,0,2,0,1,0,333,238159,66,34514,168,23101,1089.0,180544,4831562
2020-06-19,0,1,7,4,26,7,157,18,2,4,1.0,1.0,2,0,2,0,27,5,0,0,10,2,1,0,9,4,1.0,1.0,1,0,0.0,0.0,0,0,1.0,0.0,0,0,3,0,1,0,251,238011,47,34561,161,21543,1363.0,181907,4889103
2020-06-20,2,0,10,5,27,6,165,23,3,4,0.0,0.0,0,0,1,1,28,6,0,0,2,0,0,1,14,1,1.0,0.0,0,0,0.0,0.0,0,0,5.0,2.0,3,0,0,0,1,0,262,238275,49,34610,152,21212,546.0,182453,4943825
2020-06-21,0,0,7,4,26,6,128,13,7,0,5.0,0.0,4,0,1,0,23,1,0,0,3,0,0,0,8,0,0.0,0.0,0,0,2.0,0.0,0,0,2.0,0.0,6,0,2,0,0,0,224,238499,24,34634,148,20972,440.0,182893,4984370
2020-06-22,0,0,8,3,7,4,143,3,2,1,1.0,0.0,11,0,0,0,22,4,3,0,1,4,0,0,8,3,1.0,1.0,3,0,7.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,218,238720,23,34657,127,20637,533.0,183426,5013342
2020-06-23,0,0,4,1,6,4,62,6,3,1,1.0,0.0,0,0,0,0,17,1,1,0,6,1,0,0,8,2,0.0,0.0,0,0,10.0,0.0,0,0,2.0,2.0,1,0,1,0,0,0,122,283833,18,34675,115,19573,1159.0,184585,5053827
